Results	Entity	Line	Column	CheckID	Check Name
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5030	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5032	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5034	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5036	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5038	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5040	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5042	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5044	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5046	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5048	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5050	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5052	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5054	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5056	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5058	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5060	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5062	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5064	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5066	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5068	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5070	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5072	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5074	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5076	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5078	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5080	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5082	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5084	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5086	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5088	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5090	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5092	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5094	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5096	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5098	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5100	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5102	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5104	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5106	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5108	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5110	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5112	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5114	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5116	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5118	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5120	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5122	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5124	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5126	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5128	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5130	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5132	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5134	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5136	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5138	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5140	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5142	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5144	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5146	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5148	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5150	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5152	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5154	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5156	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5158	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5160	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5162	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5164	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5166	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5168	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5170	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5172	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5174	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5176	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5178	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5180	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5182	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5184	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5186	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5188	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5190	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5192	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5194	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5196	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5198	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5200	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5202	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5204	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5206	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5208	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5210	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5212	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5214	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5216	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5218	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5220	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5222	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5224	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5226	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5228	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5230	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5232	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5234	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5236	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5238	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5240	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5242	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5244	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5246	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5248	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5250	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5252	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5254	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5256	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5258	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5260	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5262	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5264	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5266	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5268	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5270	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5272	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5274	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5276	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5278	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5280	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5282	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5284	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5286	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5288	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5290	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5292	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5294	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5296	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5298	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5300	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5302	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5304	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5306	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5308	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5310	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5312	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5314	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5316	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5318	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5320	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5322	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5324	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5326	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5328	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
      Unconditional throw or break statement does not terminate non-empty switch-clause.	clang_getCursorKindSpelling	5330	2	MISRA08_6-4-5	6-4-5 An unconditional throw or break statement shall terminate every non-empty switch-clause
