Results,Entity,CheckID,Line,Column
          "<a id=""189"">CIndexDiagnostic.h</a>","","","",""
            "Identifier "Diag" possibly hiding outer definition from line 112","Diag","MISRA08_2-10-2","115","45"
            "Identifier "LangOpts" possibly hiding outer definition from line 113","LangOpts","MISRA08_2-10-2","116","40"
          "<a id=""190"">CIndexer.h</a>","","","",""
            "Identifier "PCHContainerOps" possibly hiding outer definition from line 41","PCHContainerOps","MISRA08_2-10-2","48","51"
          "<a id=""191"">CIndexHigh.cpp</a>","","","",""
            "Identifier "TU" possibly hiding outer definition from line 46","TU","MISRA08_2-10-2","55","43"
            "Identifier "FID" possibly hiding outer definition from line 47","FID","MISRA08_2-10-2","55","54"
            "Identifier "visitor" possibly hiding outer definition from line 50","visitor","MISRA08_2-10-2","57","49"
            "Identifier "Unit" possibly hiding outer definition from line 245","Unit","MISRA08_2-10-2","250","37"
            "Identifier "File" possibly hiding outer definition from line 246","File","MISRA08_2-10-2","250","60"
            "Identifier "Macro" possibly hiding outer definition from line 247","Macro","MISRA08_2-10-2","251","50"
            "Identifier "visitor" possibly hiding outer definition from line 248","visitor","MISRA08_2-10-2","252","52"
            "Identifier "Unit" possibly hiding outer definition from line 339","Unit","MISRA08_2-10-2","343","35"
            "Identifier "File" possibly hiding outer definition from line 340","File","MISRA08_2-10-2","343","58"
            "Identifier "visitor" possibly hiding outer definition from line 341","visitor","MISRA08_2-10-2","344","50"
          "<a id=""192"">CursorVisitor.h</a>","","","",""
            "Identifier "Parent" possibly hiding outer definition from line 68","Parent","MISRA08_2-10-2","121","14"
            "Identifier "StmtParent" possibly hiding outer definition from line 72","StmtParent","MISRA08_2-10-2","122","17"
            "Identifier "Parent" possibly hiding outer definition from line 68","Parent","MISRA08_2-10-2","126","28"
            "Identifier "StmtParent" possibly hiding outer definition from line 72","StmtParent","MISRA08_2-10-2","126","49"
            "Identifier "Parent" possibly hiding outer definition from line 68","Parent","MISRA08_2-10-2","128","8"
            "Identifier "StmtParent" possibly hiding outer definition from line 72","StmtParent","MISRA08_2-10-2","128","24"
            "Identifier "TU" possibly hiding outer definition from line 64","TU","MISRA08_2-10-2","143","34"
            "Identifier "Visitor" possibly hiding outer definition from line 75","Visitor","MISRA08_2-10-2","143","54"
            "Identifier "ClientData" possibly hiding outer definition from line 80","ClientData","MISRA08_2-10-2","144","29"
            "Identifier "VisitPreprocessorLast" possibly hiding outer definition from line 84","VisitPreprocessorLast","MISRA08_2-10-2","145","21"
            "Identifier "RegionOfInterest" possibly hiding outer definition from line 92","RegionOfInterest","MISRA08_2-10-2","147","28"
            "Identifier "VisitDeclsOnly" possibly hiding outer definition from line 96","VisitDeclsOnly","MISRA08_2-10-2","148","21"
            "Identifier "PostChildrenVisitor" possibly hiding outer definition from line 77","PostChildrenVisitor","MISRA08_2-10-2","149","38"
          "<a id=""193"">CXCursor.h</a>","","","",""
            "Identifier "C" possibly hiding outer definition from line 170","C","MISRA08_2-10-2","187","32"
          "<a id=""194"">CXIndexDataConsumer.cpp</a>","","","",""
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","333","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","340","49"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","468","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","552","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","679","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","735","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","749","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","781","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","843","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","931","15"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","999","17"
            "Identifier "SA" possibly hiding outer definition from line 280","SA","MISRA08_2-10-2","1159","50"
          "<a id=""195"">CXIndexDataConsumer.h</a>","","","",""
            "Identifier "A" possibly hiding outer definition from line 212","A","MISRA08_2-10-2","214","69"
          "<a id=""196"">CXString.h</a>","","","",""
            "Identifier "TU" possibly hiding outer definition from line 87","TU","MISRA08_2-10-2","89","32"
          "<a id=""197"">CXType.cpp</a>","","","",""
            "Identifier "TT" possibly hiding outer definition from line 1258","TT","MISRA08_2-10-2","1260","12"
          "<a id=""198"">Indexing.cpp</a>","","","",""
            "Identifier "UniqueID" possibly hiding outer definition from line 75","UniqueID","MISRA08_2-10-2","76","35"
            "Identifier "PP" possibly hiding outer definition from line 222","PP","MISRA08_2-10-2","227","33"
      "2-10-4 A class, union or enum name (including qualification, if any) shall be a unique identifier - MISRA08_2-10-4","","","",""
        "libclang","","","",""
          "<a id=""199"">CIndexer.h</a>","","","",""
            "The class, union or enum name CIndexer, has been reused","CIndexer","MISRA08_2-10-4","48","2"
          "<a id=""200"">CLog.h</a>","","","",""
            "The class, union or enum name Logger, has been reused","Logger","MISRA08_2-10-4","63","11"
          "<a id=""201"">CursorVisitor.h</a>","","","",""
            "The class, union or enum name VisitorJob, has been reused","VisitorJob","MISRA08_2-10-4","38","2"
            "The class, union or enum name CursorVisitor, has been reused","CursorVisitor","MISRA08_2-10-4","143","2"
            "The class, union or enum name SetParentRAII, has been reused","SetParentRAII","MISRA08_2-10-4","126","4"
          "<a id=""202"">CXCursor.h</a>","","","",""
            "The class, union or enum name MacroExpansionCursor, has been reused","MacroExpansionCursor","MISRA08_2-10-4","187","2"
          "<a id=""203"">CXIndexDataConsumer.h</a>","","","",""
            "The class, union or enum name ScratchAlloc, has been reused","ScratchAlloc","MISRA08_2-10-4","36","11"
            "The class, union or enum name ScratchAlloc, has been reused","ScratchAlloc","MISRA08_2-10-4","37","2"
            "The class, union or enum name CXIndexDataConsumer, has been reused","CXIndexDataConsumer","MISRA08_2-10-4","334","2"
          "<a id=""204"">CXLoadedDiagnostic.h</a>","","","",""
            "The class, union or enum name CXLoadedDiagnostic, has been reused","CXLoadedDiagnostic","MISRA08_2-10-4","25","2"
          "<a id=""205"">CXTranslationUnit.h</a>","","","",""
            "The class, union or enum name CXTUOwner, has been reused","CXTUOwner","MISRA08_2-10-4","74","2"
      "2-10-5 The identifier name of a non-member object or function with static storage duration should not be reused - MISRA08_2-10-5","","","",""
        "libclang","","","",""
          "<a id=""206"">CIndex.cpp</a>","","","",""
            "Static Identifier 'translateSourceRange' reused","translateSourceRange","MISRA08_2-10-5","141","63"
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","0","0"
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","5768","53"
          "<a id=""207"">CIndexCodeCompletion.cpp</a>","","","",""
            "Static Identifier 'Optional' reused","Optional","MISRA08_2-10-5","181","34"
          "<a id=""208"">CIndexDiagnostic.cpp</a>","","","",""
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","0","0"
          "<a id=""209"">CIndexer.cpp</a>","","","",""
            "Static Identifier 'getContents' reused","getContents","MISRA08_2-10-5","205","18"
          "<a id=""210"">CIndexHigh.cpp</a>","","","",""
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","63","14"
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","255","14"
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","347","14"
          "<a id=""211"">CursorVisitor.h</a>","","","",""
            "Static Identifier 'getASTUnit' reused","getASTUnit","MISRA08_2-10-5","174","11"
          "<a id=""212"">CXCursor.cpp</a>","","","",""
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","0","0"
          "<a id=""213"">CXIndexDataConsumer.h</a>","","","",""
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","340","14"
          "<a id=""214"">Indexing.cpp</a>","","","",""
            "Static Identifier 'getASTContext' reused","getASTContext","MISRA08_2-10-5","0","0"
      "2-7-3 Sections of code should not be "commented out" using C++ comments - MISRA08_2-7-3","","","",""
        "libclang","","","",""
          "<a id=""215"">CIndex.cpp</a>","","","",""
            "Comment appears to contain code in or near cursor","cursor","MISRA08_2-7-3","5537",""
            "Comment appears to contain code in or near getBegin","getBegin","MISRA08_2-7-3","5556",""
            "Comment appears to contain code in or near NextIdx","NextIdx","MISRA08_2-7-3","7419",""
          "<a id=""216"">CIndexHigh.cpp</a>","","","",""
            "Comment appears to contain code in or near getASTContext","getASTContext","MISRA08_2-7-3","71",""
          "<a id=""217"">CIndexInclusionStack.cpp</a>","","","",""
            "Comment appears to contain code in or near clientData","clientData","MISRA08_2-7-3","91",""
          "<a id=""218"">CLog.h</a>","","","",""
            "Comment appears to contain code in or near LogRef","LogRef","MISRA08_2-7-3","36",""
          "<a id=""219"">CursorVisitor.h</a>","","","",""
            "Comment appears to contain code in or near VisitPreprocessorLast","VisitPreprocessorLast","MISRA08_2-7-3","87",""
          "<a id=""220"">CXLoadedDiagnostic.cpp</a>","","","",""
            "Comment appears to contain code in or near offset","offset","MISRA08_2-7-3","157",""
          "<a id=""221"">CXType.cpp</a>","","","",""
            "Comment appears to contain code in or near CXTypeLayoutError_Undeduced","CXTypeLayoutError_Undeduced","MISRA08_2-7-3","899",""
          "<a id=""222"">Indexing.cpp</a>","","","",""
            "Comment appears to contain code in or near cxindex","cxindex","MISRA08_2-7-3","55",""
            "Comment appears to contain code in or near Args","Args","MISRA08_2-7-3","271",""
      "3-1-1 It shall be possible to include any header file in multiple translation units without violating the One Definition Rule - MISRA08_3-1-1","","","",""
        "libclang","","","",""
          "<a id=""223"">CIndexDiagnostic.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines CXDiagnosticSetImpl.","CXDiagnosticSetImpl","MISRA08_3-1-1","31","2"
            "This header file will violate the One Definition Rule if included more than once because if defines getNumDiagnostics.","getNumDiagnostics","MISRA08_3-1-1","36","9"
            "This header file will violate the One Definition Rule if included more than once because if defines getDiagnostic.","getDiagnostic","MISRA08_3-1-1","40","20"
            "This header file will violate the One Definition Rule if included more than once because if defines empty.","empty","MISRA08_3-1-1","47","7"
            "This header file will violate the One Definition Rule if included more than once because if defines isExternallyManaged.","isExternallyManaged","MISRA08_3-1-1","51","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getKind.","getKind","MISRA08_3-1-1","92","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getChildDiagnostics.","getChildDiagnostics","MISRA08_3-1-1","94","23"
            "This header file will violate the One Definition Rule if included more than once because if defines CXDiagnosticImpl.","CXDiagnosticImpl","MISRA08_3-1-1","99","2"
            "This header file will violate the One Definition Rule if included more than once because if defines append.","append","MISRA08_3-1-1","102","7"
            "This header file will violate the One Definition Rule if included more than once because if defines CXStoredDiagnostic.","CXStoredDiagnostic","MISRA08_3-1-1","115","2"
            "This header file will violate the One Definition Rule if included more than once because if defines ~CXStoredDiagnostic.","~CXStoredDiagnostic","MISRA08_3-1-1","120","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","153","14"
          "<a id=""224"">CIndexer.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines CIndexer.","CIndexer","MISRA08_3-1-1","48","2"
            "This header file will violate the One Definition Rule if included more than once because if defines getOnlyLocalDecls.","getOnlyLocalDecls","MISRA08_3-1-1","57","7"
            "This header file will violate the One Definition Rule if included more than once because if defines setOnlyLocalDecls.","setOnlyLocalDecls","MISRA08_3-1-1","58","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getDisplayDiagnostics.","getDisplayDiagnostics","MISRA08_3-1-1","60","7"
            "This header file will violate the One Definition Rule if included more than once because if defines setDisplayDiagnostics.","setDisplayDiagnostics","MISRA08_3-1-1","61","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getPCHContainerOperations.","getPCHContainerOperations","MISRA08_3-1-1","65","42"
            "This header file will violate the One Definition Rule if included more than once because if defines getCXGlobalOptFlags.","getCXGlobalOptFlags","MISRA08_3-1-1","69","11"
            "This header file will violate the One Definition Rule if included more than once because if defines setCXGlobalOptFlags.","setCXGlobalOptFlags","MISRA08_3-1-1","70","7"
            "This header file will violate the One Definition Rule if included more than once because if defines isOptEnabled.","isOptEnabled","MISRA08_3-1-1","72","7"
            "This header file will violate the One Definition Rule if included more than once because if defines setInvocationEmissionPath.","setInvocationEmissionPath","MISRA08_3-1-1","81","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getInvocationEmissionPath.","getInvocationEmissionPath","MISRA08_3-1-1","85","12"
          "<a id=""225"">CLog.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines getEnvVar.","getEnvVar","MISRA08_3-1-1","46","21"
            "This header file will violate the One Definition Rule if included more than once because if defines isLoggingEnabled.","isLoggingEnabled","MISRA08_3-1-1","50","14"
            "This header file will violate the One Definition Rule if included more than once because if defines isStackTracingEnabled.","isStackTracingEnabled","MISRA08_3-1-1","51","14"
            "This header file will violate the One Definition Rule if included more than once because if defines make.","make","MISRA08_3-1-1","56","16"
            "This header file will violate the One Definition Rule if included more than once because if defines Logger.","Logger","MISRA08_3-1-1","63","11"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","73","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","74","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","79","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","80","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","81","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","82","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","83","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","84","10"
            "This header file will violate the One Definition Rule if included more than once because if defines operator<<.","operator<<","MISRA08_3-1-1","85","10"
          "<a id=""226"">CursorVisitor.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines VisitorJob.","VisitorJob","MISRA08_3-1-1","38","2"
            "This header file will violate the One Definition Rule if included more than once because if defines getKind.","getKind","MISRA08_3-1-1","46","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getParent.","getParent","MISRA08_3-1-1","47","18"
            "This header file will violate the One Definition Rule if included more than once because if defines CursorVisitor.","CursorVisitor","MISRA08_3-1-1","143","2"
            "This header file will violate the One Definition Rule if included more than once because if defines ~CursorVisitor.","~CursorVisitor","MISRA08_3-1-1","166","2"
            "This header file will violate the One Definition Rule if included more than once because if defines getASTUnit.","getASTUnit","MISRA08_3-1-1","174","11"
            "This header file will violate the One Definition Rule if included more than once because if defines getTU.","getTU","MISRA08_3-1-1","175","20"
            "This header file will violate the One Definition Rule if included more than once because if defines shouldVisitIncludedEntities.","shouldVisitIncludedEntities","MISRA08_3-1-1","185","7"
            "This header file will violate the One Definition Rule if included more than once because if defines SetParentRAII.","SetParentRAII","MISRA08_3-1-1","126","4"
            "This header file will violate the One Definition Rule if included more than once because if defines ~SetParentRAII.","~SetParentRAII","MISRA08_3-1-1","135","4"
          "<a id=""227"">CXCursor.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines isPseudo.","isPseudo","MISRA08_3-1-1","172","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getAsMacroDefinition.","getAsMacroDefinition","MISRA08_3-1-1","173","31"
            "This header file will violate the One Definition Rule if included more than once because if defines getAsMacroExpansion.","getAsMacroExpansion","MISRA08_3-1-1","177","24"
            "This header file will violate the One Definition Rule if included more than once because if defines getPseudoLoc.","getPseudoLoc","MISRA08_3-1-1","181","17"
            "This header file will violate the One Definition Rule if included more than once because if defines MacroExpansionCursor.","MacroExpansionCursor","MISRA08_3-1-1","187","2"
          "<a id=""228"">CXIndexDataConsumer.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines EntityInfo.","EntityInfo","MISRA08_3-1-1","53","2"
            "This header file will violate the One Definition Rule if included more than once because if defines DeclInfo.","DeclInfo","MISRA08_3-1-1","86","2"
            "This header file will violate the One Definition Rule if included more than once because if defines DeclInfo.","DeclInfo","MISRA08_3-1-1","96","2"
            "This header file will violate the One Definition Rule if included more than once because if defines ObjCContainerDeclInfo.","ObjCContainerDeclInfo","MISRA08_3-1-1","112","2"
            "This header file will violate the One Definition Rule if included more than once because if defines ObjCContainerDeclInfo.","ObjCContainerDeclInfo","MISRA08_3-1-1","119","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","128","14"
            "This header file will violate the One Definition Rule if included more than once because if defines init.","init","MISRA08_3-1-1","133","7"
            "This header file will violate the One Definition Rule if included more than once because if defines ObjCInterfaceDeclInfo.","ObjCInterfaceDeclInfo","MISRA08_3-1-1","147","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","153","14"
            "This header file will violate the One Definition Rule if included more than once because if defines ObjCProtocolDeclInfo.","ObjCProtocolDeclInfo","MISRA08_3-1-1","161","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","167","14"
            "This header file will violate the One Definition Rule if included more than once because if defines ObjCCategoryDeclInfo.","ObjCCategoryDeclInfo","MISRA08_3-1-1","176","11"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","182","14"
            "This header file will violate the One Definition Rule if included more than once because if defines ObjCPropertyDeclInfo.","ObjCPropertyDeclInfo","MISRA08_3-1-1","190","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","195","14"
            "This header file will violate the One Definition Rule if included more than once because if defines CXXClassDeclInfo.","CXXClassDeclInfo","MISRA08_3-1-1","203","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","206","14"
            "This header file will violate the One Definition Rule if included more than once because if defines AttrInfo.","AttrInfo","MISRA08_3-1-1","214","2"
            "This header file will violate the One Definition Rule if included more than once because if defines IBOutletCollectionInfo.","IBOutletCollectionInfo","MISRA08_3-1-1","226","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","234","14"
            "This header file will violate the One Definition Rule if included more than once because if defines getAttrs.","getAttrs","MISRA08_3-1-1","255","30"
            "This header file will violate the One Definition Rule if included more than once because if defines getNumAttrs.","getNumAttrs","MISRA08_3-1-1","260","11"
            "This header file will violate the One Definition Rule if included more than once because if defines Retain.","Retain","MISRA08_3-1-1","265","7"
            "This header file will violate the One Definition Rule if included more than once because if defines Release.","Release","MISRA08_3-1-1","266","7"
            "This header file will violate the One Definition Rule if included more than once because if defines CXIndexDataConsumer.","CXIndexDataConsumer","MISRA08_3-1-1","334","2"
            "This header file will violate the One Definition Rule if included more than once because if defines getASTContext.","getASTContext","MISRA08_3-1-1","340","14"
            "This header file will violate the One Definition Rule if included more than once because if defines getCXTU.","getCXTU","MISRA08_3-1-1","341","20"
            "This header file will violate the One Definition Rule if included more than once because if defines shouldSuppressRefs.","shouldSuppressRefs","MISRA08_3-1-1","346","7"
            "This header file will violate the One Definition Rule if included more than once because if defines shouldIndexFunctionLocalSymbols.","shouldIndexFunctionLocalSymbols","MISRA08_3-1-1","350","7"
            "This header file will violate the One Definition Rule if included more than once because if defines shouldIndexImplicitTemplateInsts.","shouldIndexImplicitTemplateInsts","MISRA08_3-1-1","354","7"
            "This header file will violate the One Definition Rule if included more than once because if defines hasDiagnosticCallback.","hasDiagnosticCallback","MISRA08_3-1-1","362","7"
            "This header file will violate the One Definition Rule if included more than once because if defines getCursor.","getCursor","MISRA08_3-1-1","503","11"
            "This header file will violate the One Definition Rule if included more than once because if defines getListInfo.","getListInfo","MISRA08_3-1-1","303","33"
            "This header file will violate the One Definition Rule if included more than once because if defines getBases.","getBases","MISRA08_3-1-1","319","37"
            "This header file will violate the One Definition Rule if included more than once because if defines getNumBases.","getNumBases","MISRA08_3-1-1","322","13"
          "<a id=""229"">CXLoadedDiagnostic.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines CXLoadedDiagnostic.","CXLoadedDiagnostic","MISRA08_3-1-1","25","2"
            "This header file will violate the One Definition Rule if included more than once because if defines classof.","classof","MISRA08_3-1-1","61","14"
            "This header file will violate the One Definition Rule if included more than once because if defines Location.","Location","MISRA08_3-1-1","78","4"
          "<a id=""230"">CXString.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines createRef.","createRef","MISRA08_3-1-1","65","9"
            "This header file will violate the One Definition Rule if included more than once because if defines CXStringBuf.","CXStringBuf","MISRA08_3-1-1","89","2"
          "<a id=""231"">CXTranslationUnit.h</a>","","","",""
            "This header file will violate the One Definition Rule if included more than once because if defines CXTUOwner.","CXTUOwner","MISRA08_3-1-1","74","2"
            "This header file will violate the One Definition Rule if included more than once because if defines getTU.","getTU","MISRA08_3-1-1","77","25"
            "This header file will violate the One Definition Rule if included more than once because if defines takeTU.","takeTU","MISRA08_3-1-1","79","25"
      "3-1-2 Functions shall not be declared at block scope - MISRA08_3-1-2","","","",""
        "libclang","","","",""
          "<a id=""232"">CIndex.cpp</a>","","","",""
            "Function reprocess declared at block scope","reprocess","MISRA08_3-1-2","7428","2"
          "<a id=""233"">CXType.cpp</a>","","","",""
            "Function try_again declared at block scope","try_again","MISRA08_3-1-2","448","0"
            "Function try_again declared at block scope","try_again","MISRA08_3-1-2","491","0"
      "3-2-1 All declarations of an object or function shall have compatible types - MISRA08_3-2-1","","","",""
        "libclang","","","",""
          "<a id=""234"">CIndexDiagnostic.h</a>","","","",""
            "Declaration or Definition of lazyCreateDiags is not compatible with another declaration or definition in file CIndexDiagnostic.cpp on line 151","lazyCreateDiags","MISRA08_3-2-1","159","21"
          "<a id=""235"">CIndexer.h</a>","","","",""
            "Declaration or Definition of RunSafely is not compatible with another declaration or definition in file CIndex.cpp on line 8703","RunSafely","MISRA08_3-2-1","116","7"
          "<a id=""236"">CXCursor.h</a>","","","",""
            "Declaration or Definition of MakeCXCursor is not compatible with another declaration or definition in file CXCursor.cpp on line 90","MakeCXCursor","MISRA08_3-2-1","50","9"
            "Declaration or Definition of MakeCXCursorInvalid is not compatible with another declaration or definition in file CXCursor.cpp on line 34","MakeCXCursorInvalid","MISRA08_3-2-1","58","9"
            "Declaration or Definition of getCursor is not compatible with another declaration or definition in file CIndex.cpp on line 5900","getCursor","MISRA08_3-2-1","48","9"
            "Declaration or Definition of MakeCXCursor is not compatible with another declaration or definition in file CXCursor.cpp on line 97","MakeCXCursor","MISRA08_3-2-1","52","9"
            "Declaration or Definition of MakeCXCursor is not compatible with another declaration or definition in file CXCursor.cpp on line 126","MakeCXCursor","MISRA08_3-2-1","55","9"
            "Declaration or Definition of MakeMacroDefinitionCursor is not compatible with another declaration or definition in file CXCursor.cpp on line 885","MakeMacroDefinitionCursor","MISRA08_3-2-1","147","9"
            "Declaration or Definition of MakeMacroExpansionCursor is not compatible with another declaration or definition in file CXCursor.cpp on line 896","MakeMacroExpansionCursor","MISRA08_3-2-1","155","9"
            "Declaration or Definition of MakeMacroExpansionCursor is not compatible with another declaration or definition in file CXCursor.cpp on line 902","MakeMacroExpansionCursor","MISRA08_3-2-1","159","9"
            "Declaration or Definition of MakeInclusionDirectiveCursor is not compatible with another declaration or definition in file CXCursor.cpp on line 927","MakeInclusionDirectiveCursor","MISRA08_3-2-1","202","9"
            "Declaration or Definition of MakeCursorOverloadedDeclRef is not compatible with another declaration or definition in file CXCursor.cpp on line 966","MakeCursorOverloadedDeclRef","MISRA08_3-2-1","222","9"
            "Declaration or Definition of MakeCursorOverloadedDeclRef is not compatible with another declaration or definition in file CXCursor.cpp on line 979","MakeCursorOverloadedDeclRef","MISRA08_3-2-1","226","9"
            "Declaration or Definition of getSelectorIdentifierIndexAndLoc is not compatible with another declaration or definition in file CXCursor.cpp on line 1054","getSelectorIdentifierIndexAndLoc","MISRA08_3-2-1","261","31"
          "<a id=""237"">CXIndexDataConsumer.cpp</a>","","","",""
            "Declaration or Definition of getEntityKindFromSymbolKind is not compatible with another declaration or definition in file CXIndexDataConsumer.cpp on line 1152","getEntityKindFromSymbolKind","MISRA08_3-2-1","1261","23"
      "3-2-3 A type, object or function that is used in multiple translation units shall be declared in one and only one file - MISRA08_3-2-3","","","",""
        "libclang","","","",""
          "<a id=""238"">CIndexer.h</a>","","","",""
            "A type, object or function used in multiple translation units declared more than once: ASTUnit.","ASTUnit","MISRA08_3-2-3","28","6"
            "A type, object or function used in multiple translation units declared more than once: MacroDefinitionRecord.","MacroDefinitionRecord","MISRA08_3-2-3","30","6"
            "A type, object or function used in multiple translation units declared more than once: IdentifierInfo.","IdentifierInfo","MISRA08_3-2-3","33","6"
          "<a id=""239"">CLog.h</a>","","","",""
            "A type, object or function used in multiple translation units declared more than once: FileEntry.","FileEntry","MISRA08_3-2-3","26","8"
          "<a id=""240"">CursorVisitor.h</a>","","","",""
            "A type, object or function used in multiple translation units declared more than once: ASTUnit.","ASTUnit","MISRA08_3-2-3","20","8"
          "<a id=""241"">CXCursor.h</a>","","","",""
            "A type, object or function used in multiple translation units declared more than once: ASTUnit.","ASTUnit","MISRA08_3-2-3","24","6"
            "A type, object or function used in multiple translation units declared more than once: MacroDefinitionRecord.","MacroDefinitionRecord","MISRA08_3-2-3","32","6"
            "A type, object or function used in multiple translation units declared more than once: IdentifierInfo.","IdentifierInfo","MISRA08_3-2-3","44","6"
          "<a id=""242"">CXIndexDataConsumer.h</a>","","","",""
            "A type, object or function used in multiple translation units declared more than once: FileEntry.","FileEntry","MISRA08_3-2-3","20","8"
          "<a id=""243"">CXTranslationUnit.h</a>","","","",""
            "A type, object or function used in multiple translation units declared more than once: ASTUnit.","ASTUnit","MISRA08_3-2-3","21","8"
          "<a id=""244"">CXType.h</a>","","","",""
            "A type, object or function used in multiple translation units declared more than once: ASTUnit.","ASTUnit","MISRA08_3-2-3","21","6"
      "3-2-4 Is An identifier with external linkage shall have exactly one definition. - MISRA08_3-2-4","","","",""
        "libclang","","","",""
          "<a id=""245"">CIndex.cpp</a>","","","",""
            "Violation: Public Function "clang::cxindex::Logger::operator<<" (which has external linkage) defined multiple times.","operator<<","MISRA08_3-2-4","8850","25"
            "Violation: Public Function "clang::cxindex::Logger::operator<<" (which has external linkage) defined multiple times.","operator<<","MISRA08_3-2-4","8864","25"
            "Violation: Public Function "clang::cxindex::Logger::operator<<" (which has external linkage) defined multiple times.","operator<<","MISRA08_3-2-4","8869","25"
            "Violation: Public Function "clang::cxindex::Logger::operator<<" (which has external linkage) defined multiple times.","operator<<","MISRA08_3-2-4","8876","25"
            "Violation: Public Function "clang::cxindex::Logger::operator<<" (which has external linkage) defined multiple times.","operator<<","MISRA08_3-2-4","8886","25"
            "Violation: Public Function "clang::cxindex::Logger::operator<<" (which has external linkage) defined multiple times.","operator<<","MISRA08_3-2-4","8914","25"
            "Violation: Public Function "clang::cxindex::Logger::operator<<" (which has external linkage) defined multiple times.","operator<<","MISRA08_3-2-4","8919","25"
            "Violation: Function "clang::cxindex::getMacroInfo" (which has external linkage) defined multiple times.","getMacroInfo","MISRA08_3-2-4","8752","20"
            "Violation: Function "clang::cxindex::getMacroInfo" (which has external linkage) defined multiple times.","getMacroInfo","MISRA08_3-2-4","8774","26"
